ID,Year,Edition,Expansion,Number,Team,Name,Points,Icons,Position1,Position2,Hand,OnBase,Out_H,HR_H,Speed,Control,Out_P,HR_P,IP,PU,SO,GB,FB,BB,Single,SinglePlus,Double,Triple,HR,Def_C,Def_1B,Def_2B,Def_SS,Def_3B,Def_LFRF,Def_CF,Icon_R,Icon_RY,Icon_G,Icon_S,Icon_SB,Icon_HR,Icon_V,Icon_20,Icon_CY,Icon_K
2951,'03,UL,Base,235,Pirates,Adrian Brown,10,,CF+0,,S,8,7,21,12,NA,NA,NA,NA,','1,'2-5,'6-7,'8-11,'12-18,','19-20,','21+,NA,NA,NA,NA,NA,NA,0,,,,,,,,,,
2952,'04,UL,Base,235,Yankees,Alfonso Soriano,460,,2B+2,,R,10,6,19,21,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-8,'9-13,'14-15,'16-17,'18,'19+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
2953,'05,UL,Base,235,Athletics,Scott Hatteberg,80,,1B+0,,L,11,7,21,8,NA,NA,NA,NA,','1,'2-4,'5-7,'8-11,'12-18,','19-20,','21+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2954,'05,UL,Base,236,Athletics,Bobby Kielty,100,,LF-RF+0,,S,9,5,19,11,NA,NA,NA,NA,','1,'2-3,'4-5,'6-11,'12-16,','17-18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2955,'00,1st,Base,236,Brewers,Jeff Cirillo,370,,3B+3,,R,10,5,20,15,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-17,','18-19,','20+,NA,NA,NA,NA,3,NA,NA,,,,,,,,,,
2956,'01,1st,Base,236,Brewers,Marquis Grissom,90,,CF+2,LF-RF+1,R,6,4,19,20,NA,NA,NA,NA,','1,'2-3,'4,'5,'6-15,'16-17,','18,'19-20,NA,NA,NA,NA,NA,1,2,,,,,,,,,,
2957,'02,UL,Base,236,Yankees,Bernie Williams,400,,OF+1,,S,12,6,19,16,NA,NA,NA,NA,',','1-4,'5-6,'7-10,'11-16,','17-18,','19+,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
2958,'03,UL,Base,236,Pirates,Josh Fogg,160,R,Starter,,R,NA,NA,NA,NA,2,16,22,6,'1-3,'4-7,'8-14,'15-16,'17,'18-19,','20-21,','22+,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,,,
2959,'04,UL,Base,236,Yankees,Jeff Weaver,10,,Starter,,R,NA,NA,NA,NA,1,16,26,5,'1-4,'5-7,'8-14,'15-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2960,'03,UL,Base,237,Pirates,Brian Giles,460,,LF-RF+0,,L,13,6,19,14,NA,NA,NA,NA,','1,'2-3,'4-6,'7-13,'14-15,'16,'17-18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2961,'04,UL,Base,237,Yankees,Bernie Williams,90,,CF+1,,S,11,7,20,15,NA,NA,NA,NA,','1,'2-4,'5-7,'8-12,'13-18,','19,','20+,NA,NA,NA,NA,NA,NA,1,,,,,,,,,,
2962,'05,UL,Base,237,Athletics,Mark Kotsay,350,,CF+1,,L,11,6,20,16,NA,NA,NA,NA,','1,'2-3,'4-6,'7-9,'10-16,','17-19,','20+,NA,NA,NA,NA,NA,NA,1,,,,,,,,,,
2963,'00,1st,Base,237,Brewers,Marquis Grissom,260,,OF+1,,R,7,5,18,20,NA,NA,NA,NA,','1,'2-3,'4-5,'6-7,'8-14,'15-16,'17,','18-20,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
2964,'01,1st,Base,237,Brewers,Charlie Hayes,90,,3B+2,1B+0,R,7,3,19,10,NA,NA,NA,NA,','1-2,','3,'4-10,'11-18,',',','19-20,NA,0,NA,NA,2,NA,NA,,,,,,,,,,
2965,'02,UL,Base,237,Athletics,Eric Chavez,270,,3B+2,,L,10,7,18,14,NA,NA,NA,NA,','1-2,'3-6,'7,'8-9,'10-14,','15-17,','18+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
2966,'00,1st,Base,238,Brewers,Geoff Jenkins,360,,LF-RF+1,,L,8,3,18,15,NA,NA,NA,NA,','1,'2,'3,'4-5,'6-11,','12-16,'17,'18-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2967,'01,1st,Base,238,Brewers,Jimmy Haynes,230,,Starter,,R,NA,NA,NA,NA,4,14,NA,6,'1-3,'4-5,'6-11,'12-14,'15-16,'17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2968,'02,UL,Base,238,Athletics,Johnny Damon,160,,OF+2,,L,10,7,24,19,NA,NA,NA,NA,',','1-5,'6-7,'8-11,'12-17,'18,'19-23,','24+,NA,NA,NA,NA,NA,2,2,,,,,,,,,,
2969,'03,UL,Base,238,Pirates,Jason Kendall,170,,C+5,,R,10,6,21,14,NA,NA,NA,NA,',','1-4,'5-6,'7-9,'10-17,'18,'19-20,','21+,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2970,'04,UL,Base,238,Yankees,Enrique Wilson,30,,IF+0,,S,9,6,24,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7,'8-19,','20-23,','24+,NA,0,0,0,0,NA,NA,,,,,,,,,,
2971,'05,UL,Base,238,Athletics,Mark Mulder,400,,Starter,,L,NA,NA,NA,NA,4,17,25,7,'1,'2-5,'6-14,'15-17,'18,'19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2972,'05,UL,Base,239,Athletics,Ricardo Rincon,120,,Reliever,,L,NA,NA,NA,NA,2,17,27,1,'1-2,'3-7,'8-13,'14-17,'18,'19-23,','24-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2973,'00,1st,Base,239,Brewers,Scott Karl,220,,Starter,,L,NA,NA,NA,NA,3,15,NA,6,'3-4,'1-2,'5-11,'12-15,'16,'17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2974,'01,1st,Base,239,Brewers,Jose Hernandez,140,,SS+3,3B+1,R,7,5,19,15,NA,NA,NA,NA,','1-3,'4-5,','6-9,'10-16,','17-18,','19-20,NA,NA,NA,3,1,NA,NA,,,,,,,,,,
2975,'02,UL,Base,239,Athletics,Jermaine Dye,210,,LF-RF+1,,R,10,6,19,15,NA,NA,NA,NA,','1-2,'3-5,'6,'7-9,'10-16,','17-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2976,'03,UL,Base,239,Pirates,Pokey Reese,130,,2B+4,,R,9,5,21,13,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-16,'17-18,'19-20,','21+,NA,NA,4,NA,NA,NA,NA,,,,,,,,,,
2977,'04,UL,Base,239,Athletics,Chad Bradford,120,,Reliever,,R,NA,NA,NA,NA,3,16,25,1,'1-2,'3-6,'7-15,'16,'17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2978,'03,UL,Base,240,Pirates,Kip Wells,200,,Starter,,R,NA,NA,NA,NA,2,16,23,6,'1-2,'3-6,'7-14,'15-16,'17,'18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2979,'04,UL,Base,240,Athletics,Eric Byrnes,200,R,CF+1,,R,9,5,20,12,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-14,'15,'16-18,'19,'20+,NA,NA,NA,NA,NA,NA,1,1,,,,,,,,,
2980,'05,UL,Base,240,Athletics,Marco Scutaro,160,,2B+3,,R,9,6,20,8,NA,NA,NA,NA,','1,'2-4,'5-6,'7-8,'9-16,','17-19,','20+,NA,NA,3,NA,NA,NA,NA,,,,,,,,,,
2981,'00,1st,Base,240,Brewers,Mark Loretta,190,,SS+1,1B+1,R,8,4,NA,15,NA,NA,NA,NA,',','1-2,'3-4,'5-8,'9-17,','18-19,'20,',NA,1,NA,1,NA,NA,NA,,,,,,,,,,
2982,'01,1st,Base,240,Brewers,Geoff Jenkins,380,,LF-RF+1,,L,8,4,17,20,NA,NA,NA,NA,','1-3,'4,','5-6,'7-11,'12,'13-15,'16,'17-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2983,'02,UL,Base,240,Athletics,Jason Giambi,530,,1B+0,,L,14,6,19,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-12,'13-16,','17-18,','19+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2984,'00,1st,Base,241,Brewers,Mike Myers,40,,Reliever,,L,NA,NA,NA,NA,0,18,20,1,'7-8,'1-6,'9-14,'15-18,','19,',',','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2985,'01,1st,Base,241,Brewers,Curtis Leskanic,160,,Reliever,,R,NA,NA,NA,NA,6,14,NA,1,'1-2,'3-6,'7-11,'12-14,'15-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2986,'02,UL,Base,241,Athletics,Jeremy Giambi,240,,LF-RF+0,,L,12,6,20,10,NA,NA,NA,NA,','1-3,'4-5,'6,'7-12,'13-17,','18-19,','20+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2987,'03,UL,Base,241,Pirates,Mike Williams,220,,Closer,,R,NA,NA,NA,NA,5,16,24,1,'1-3,'4-7,'8-14,'15-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2988,'04,UL,Base,241,Athletics,Mark Ellis,110,,2B+4,,R,9,6,20,11,NA,NA,NA,NA,','1,'2-3,'4-6,'7-10,'11-17,','18-19,','20+,NA,NA,4,NA,NA,NA,NA,,,,,,,,,,
2989,'05,UL,Base,241,Athletics,Barry Zito,160,,Starter,,L,NA,NA,NA,NA,2,16,24,6,'1-3,'4-7,'8-12,'13-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2990,'05,UL,Base,242,Phillies,Bobby Abreu,440,S,LF-RF+1,,L,13,6,20,21,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-12,'13,'14-17,'18-19,','20+,NA,NA,NA,NA,NA,1,NA,,,,1,,,,,,
2991,'00,1st,Base,242,Brewers,David Nilsson,450,,C+4,,L,10,5,18,10,NA,NA,NA,NA,','1,'2,'3-5,'6-10,'11-16,','17,','18-20,4,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2992,'01,1st,Base,242,Brewers,Mark Loretta,150,,SS+5,,R,7,3,20,10,NA,NA,NA,NA,',','1-3,','4-7,'8-16,','17-19,','20+,NA,NA,NA,5,NA,NA,NA,,,,,,,,,,
2993,'02,UL,Base,242,Athletics,Ramon Hernandez,170,,C+7,,R,9,6,19,11,NA,NA,NA,NA,','1,'2-5,'6,'7-9,'10-16,','17-18,','19+,7,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2994,'03,UL,Base,242,Pirates,Craig Wilson,130,,LF-RF+0,1B+0,R,10,6,20,9,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-17,','18-19,','20+,NA,0,NA,NA,NA,0,NA,,,,,,,,,,
2995,'04,UL,Base,242,Athletics,Keith Foulke,240,RP,Closer,,R,NA,NA,NA,NA,6,17,24,1,'1-3,'4-9,'10-13,'14-17,','18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2996,'03,UL,Base,243,Pirates,Jack Wilson,90,,SS+5,,R,9,7,21,10,NA,NA,NA,NA,','1,'2-4,'5-7,'8-10,'11-18,','19-20,','21+,NA,NA,NA,5,NA,NA,NA,,,,,,,,,,
2997,'04,UL,Base,243,Athletics,Scott Hatteberg,90,,1B+1,,L,10,7,20,8,NA,NA,NA,NA,','1,'2-5,'6-7,'8-11,'12-17,','18-19,','20+,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
2998,'05,UL,Base,243,Phillies,David Bell,250,,3B+2,,R,10,5,20,9,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-17,','18-19,','20+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
2999,'00,1st,Base,243,Brewers,Hideo Nomo,330,,Starter,,R,NA,NA,NA,NA,3,16,NA,6,'7-8,'1-6,'9-11,'12-16,'17-18,'19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3000,'01,1st,Base,243,Brewers,Richie Sexson,300,,1B+1,LF-RF+1,R,8,4,17,15,NA,NA,NA,NA,','1-4,',','5-9,'10-14,','15-16,','17-20,NA,1,NA,NA,NA,1,NA,,,,,,,,,,
3001,'02,UL,Base,243,Athletics,Tim Hudson,520,,Starter,,R,NA,NA,NA,NA,2,19,26,7,'1-3,'4-8,'9-17,'18-19,','20-25,',',','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3002,'00,1st,Base,244,Brewers,Alex Ochoa,340,,LF-RF+1,,R,10,5,20,15,NA,NA,NA,NA,',','1-3,'4-5,'6-11,'12-16,'17,'18-19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
3003,'01,1st,Base,244,Brewers,Dave Weathers,180,,Reliever,,R,NA,NA,NA,NA,5,15,NA,1,'1-2,'3-5,'6-11,'12-15,'16,'17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3004,'02,UL,Base,244,Athletics,Jason Isringhausen,270,,Closer,,R,NA,NA,NA,NA,5,18,27,1,'1-2,'3-9,'10-15,'16-18,','19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3005,'03,UL,Base,244,Pirates,Kevin Young,80,,1B+1,,R,9,7,20,10,NA,NA,NA,NA,','1-2,'3-4,'5-7,'8-11,'12-17,','18-19,','20+,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
3006,'04,UL,Base,244,Athletics,Ramon Hernandez,260,,C+7,,R,9,5,19,11,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-16,','17-18,','19+,7,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3007,'05,UL,Base,244,Phillies,Pat Burrell,210,,LF-RF+0,,R,10,5,19,10,NA,NA,NA,NA,','1-2,'3,'4-5,'6-11,'12-17,','18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
3008,'05,UL,Base,245,Phillies,Rheal Cormier,160,,Reliever,,L,NA,NA,NA,NA,4,15,25,1,'1-2,'3-5,'6-13,'14-15,'16-17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3009,'00,1st,Base,245,Brewers,Jose Valentin,210,,SS+1,,S,7,4,18,15,NA,NA,NA,NA,','1,','2-4,'5-13,'14-16,',','17,'18-20,NA,NA,NA,1,NA,NA,NA,,,,,,,,,,
3010,'01,1st,Base,245,Twins,Jay Canizaro,140,,2B+1,,R,7,3,19,15,NA,NA,NA,NA,','1,'2,'3,'4-6,'7-14,'15,'16-18,','19-20,NA,NA,1,NA,NA,NA,NA,,,,,,,,,,
3011,'02,UL,Base,245,Athletics,Terrance Long,180,,OF+1,,R,10,7,20,16,NA,NA,NA,NA,','1,'2-5,'6-7,'8-9,'10-17,','18-19,','20+,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
3012,'03,UL,Base,245,Padres,Trevor Hoffman,230,,Closer,,R,NA,NA,NA,NA,5,16,26,1,'1-3,'4-10,'11-14,'15-16,'17,'18-22,','23-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3013,'04,UL,Base,245,Athletics,Tim Hudson,640,,Starter,,R,NA,NA,NA,NA,5,17,26,8,'1,'2-5,'6-14,'15-17,'18,'19-22,','23-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3014,'03,UL,Base,246,Padres,Mark Kotsay,280,,CF+1,,L,10,5,20,13,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-16,'17,'18-19,','20+,NA,NA,NA,NA,NA,NA,1,,,,,,,,,,
3015,'04,UL,Base,246,Athletics,Terrence Long,70,,OF+1,,L,9,6,20,16,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-17,','18-19,','20+,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
3016,'05,UL,Base,246,Phillies,Mike Lieberthal,290,,C+5,,R,9,5,19,9,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-15,','16-18,','19+,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3017,'00,1st,Base,246,Brewers,Bob Wickman,150,,Closer,,R,NA,NA,NA,NA,4,15,NA,1,'6-7,'1-5,'8-13,'14-15,'16-17,'18-20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3018,'01,1st,Base,246,Twins,Ron Coomer,130,,1B+1,,R,7,4,19,15,NA,NA,NA,NA,',','1-3,'4,'5-6,'7-16,','17-18,','19-20,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
3019,'02,UL,Base,246,Athletics,Mark Mulder,540,,Starter,,L,NA,NA,NA,NA,3,18,27,7,'1-3,'4-7,'8-15,'16-18,','19-26,',',','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3020,'00,1st,Base,247,Brewers,Steve Woodard,310,,Starter,,R,NA,NA,NA,NA,3,16,NA,6,'5-7,'1-4,'8-12,'13-16,','17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3021,'01,1st,Base,247,Twins,Cristian Guzman,160,,SS+2,,S,7,6,20,20,NA,NA,NA,NA,','1,'2-6,','7-8,'9-13,'14-15,'16,'17-19,'20+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
3022,'02,UL,Base,247,Athletics,Olmedo Saenz,50,,DH,,R,8,6,19,11,NA,NA,NA,NA,','1-2,'3,'4-6,'7-11,'12-15,','16-18,','19+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3023,'03,UL,Base,247,Padres,Ray Lankford,140,,LF-RF+1,,L,10,6,19,9,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-17,','18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
3024,'04,UL,Base,247,Athletics,Mark Mulder,390,,Starter,,L,NA,NA,NA,NA,4,16,26,7,'1,'2-5,'6-13,'14-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3025,'05,UL,Base,247,Phillies,Jason Michaels,60,,OF+1,,R,10,6,20,15,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-18,','19,','20+,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
3026,'05,UL,Base,248,Phillies,Eric Milton,380,,Starter,,L,NA,NA,NA,NA,4,16,24,7,'1-3,'4-6,'7-14,'15-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3027,'00,1st,Base,248,Twins,Chad Allen,240,,LF-RF+1,,R,7,3,19,20,NA,NA,NA,NA,','1,'2-3,','4-5,'6-15,'16,'17,'18,'19-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
3028,'01,1st,Base,248,Twins,LaTroy Hawkins,180,,Reliever,,R,NA,NA,NA,NA,5,15,NA,1,'1-2,'3-5,'6-11,'12-15,'16,'17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3029,'02,UL,Base,248,Athletics,Miguel Tejada,250,,SS+2,,R,10,7,18,17,NA,NA,NA,NA,','1,'2-5,'6-7,'8-10,'11-16,','17,','18+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
3030,'03,UL,Base,248,Padres,Brian Lawrence,210,,Starter,,R,NA,NA,NA,NA,3,15,25,6,'1,'2-4,'5-12,'13-15,'16,'17-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3031,'04,UL,Base,248,Athletics,Ricardo Rincon,80,,Reliever,,L,NA,NA,NA,NA,2,15,26,1,'1-2,'3-5,'6-11,'12-15,'16-17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3032,'03,UL,Base,249,Padres,Phil Nevin,120,,3B+1,1B+0,R,10,7,20,10,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-10,'11-18,','19,','20+,NA,0,NA,NA,1,NA,NA,,,,,,,,,,
3033,'04,UL,Base,249,Athletics,Chris Singleton,10,,OF+0,,L,9,7,21,12,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-10,'11-16,','17-20,','21+,NA,NA,NA,NA,NA,0,0,,,,,,,,,,
3034,'05,UL,Base,249,Phillies,Vicente Padilla,230,,Starter,,R,NA,NA,NA,NA,3,17,24,6,'1-3,'4-7,'8-14,'15-17,','18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3035,'00,1st,Base,249,Twins,Ron Coomer,200,,1B+1,3B+3,R,6,2,17,15,NA,NA,NA,NA,',','1,'2,'3,'4-13,','14-16,','17-20,NA,1,NA,NA,3,NA,NA,,,,,,,,,,
3036,'01,1st,Base,249,Twins,Denny Hocking,260,,2B-CF+2,LF-RF+1,S,9,4,NA,15,NA,NA,NA,NA,','1-2,'3,'4,'5-9,'10-16,'17,'18-19,'20,',NA,NA,2,NA,NA,1,2,,,,,,,,,,
3037,'02,UL,Base,249,Athletics,Barry Zito,530,,Starter,,L,NA,NA,NA,NA,4,17,26,6,'1-4,'5-10,'11-14,'15-17,'18,'19-25,',',','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3038,'00,1st,Base,250,Twins,Cristian Guzman,20,,SS+0,,S,5,2,NA,15,NA,NA,NA,NA,',','1-2,','3,'4-18,'19-20,',',',NA,NA,NA,0,NA,NA,NA,,,,,,,,,,
3039,'01,1st,Base,250,Twins,Torii Hunter,160,,CF+3,LF-RF+2,R,7,4,20,15,NA,NA,NA,NA,','1-2,'3-4,','5,'6-15,'16,'17,'18-19,'20+,NA,NA,NA,NA,NA,2,3,,,,,,,,,,
3040,'02,UL,Base,250,Phillies,Bobby Abreu,450,,LF-RF+1,,L,12,6,19,18,NA,NA,NA,NA,','1-3,'4-5,'6,'7-11,'12-14,'15,'16-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
3041,'03,UL,Base,250,Giants,Kurt Ainsworth,250,R,Starter,,R,NA,NA,NA,NA,2,16,26,5,'1-2,'3-5,'6-12,'13-16,'17,'18-21,','22-25,','26+,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,,,
3042,'04,UL,Base,250,Athletics,Miguel Tejada,360,,SS+2,,R,10,5,19,12,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-14,'15,'16-18,','19+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
3043,'05,UL,Base,250,Phillies,Placido Polanco,270,,2B+4,,R,10,6,20,12,NA,NA,NA,NA,','1,'2-4,'5-6,'7-8,'9-17,','18-19,','20+,NA,NA,4,NA,NA,NA,NA,,,,,,,,,,
3044,'05,UL,Base,251,Devil Rays,Lance Carter,150,,Reliever,,R,NA,NA,NA,NA,4,16,24,1,'1-4,'5-6,'7-11,'12-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3045,'00,1st,Base,251,Twins,Denny Hocking,200,,2B-SS+2,OF+1,S,6,3,19,20,NA,NA,NA,NA,',','1-2,'3,'4,'5-14,'15-16,'17-18,','19-20,NA,NA,2,2,NA,1,1,,,,,,,,,,
3046,'01,1st,Base,251,Twins,Jacque Jones,170,,LF-RF+1,,L,7,5,18,15,NA,NA,NA,NA,','1-2,'3-5,',','6-13,'14,'15-16,'17,'18-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
3047,'02,UL,Base,251,Phillies,Marlon Anderson,260,,2B+5,,L,10,6,20,15,NA,NA,NA,NA,',','1-5,'6,'7-8,'9-17,','18-19,','20+,NA,NA,5,NA,NA,NA,NA,,,,,,,,,,
3048,'03,UL,Base,251,Giants,David Bell,240,,3B+1,,R,9,5,19,9,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-16,','17-18,','19+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
3049,'04,UL,Base,251,Athletics,Barry Zito,530,,Starter,,L,NA,NA,NA,NA,4,17,26,7,'1-2,'3-6,'7-12,'13-17,'18,'19-22,','23-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3050,'03,UL,Base,252,Giants,Barry Bonds,900,"V,S,HR",LF-RF+0,,L,16,3,19,12,NA,NA,NA,NA,','1,'2,'3,'4-12,'13-16,','17-18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
3051,'04,UL,Base,252,Phillies,Bobby Abreu,340,,LF-RF+1,,L,13,7,20,17,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-12,'13-16,'17,'18-19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
3052,'05,UL,Base,252,Phillies,Jimmy Rollins,330,,SS+1,,S,10,6,20,20,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-14,'15-16,'17-18,'19,'20+,NA,NA,NA,1,NA,NA,NA,,,,,,,,,,
3053,'00,1st,Base,252,Twins,Torii Hunter,160,,OF+1,,R,6,2,18,15,NA,NA,NA,NA,',','1-2,','3-5,'6-14,'15-16,'17,','18-20,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
3054,'01,1st,Base,252,Twins,Corey Koskie,280,,3B+2,,L,9,3,20,15,NA,NA,NA,NA,','1-2,'3,','4-9,'10-16,','17-18,'19,'20+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
3055,'02,UL,Base,252,Phillies,Ricky Bottalico,20,,Reliever,,R,NA,NA,NA,NA,2,18,21,1,'1-4,'5-9,'10-14,'15-18,'19,',','20,','21+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
3056,'00,1st,Base,253,Twins,Corey Koskie,350,,3B+2,,L,9,4,19,15,NA,NA,NA,NA,','1-2,'3,'4,'5-8,'9-16,','17-18,','19-20,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
3057,'00,FS,Base,253,Twins,Corey Koskie,350,,3B+2,,L,9,4,19,15,NA,NA,NA,NA,','1-2,'3,'4,'5-8,'9-16,','17-18,','19-20,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
3058,'01,1st,Base,253,Twins,Matt Lawton,300,,LF-RF+0,,L,9,3,20,20,NA,NA,NA,NA,',','1-3,','4-9,'10-15,'16,'17-19,','20+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
3059,'02,UL,Base,253,Phillies,Pat Burrell,170,,LF-RF+1,,R,10,6,19,12,NA,NA,NA,NA,','1-5,','6,'7-11,'12-16,','17-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
3060,'03,UL,Base,253,Giants,Ryan Jensen,160,R,Starter,,R,NA,NA,NA,NA,2,16,23,5,'1-2,'3-5,'6-11,'12-16,'17,'18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,,,
3061,'04,UL,Base,253,Phillies,David Bell,70,,3B+2,,R,9,5,20,8,NA,NA,NA,NA,','1,'2-3,'4-5,'6-11,'12-17,','18-19,','20+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
3062,'05,UL,Base,253,Phillies,Jim Thome,390,,1B+0,,L,12,6,19,8,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-12,'13-16,','17-18,','19+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
